username,original_link,link,retweets,stance
matjendav4,https://www.foxnews.com/health/face-masks-difference-spread-covid-scientific-review,https://twitter.com/matjendav4/status/1625499319292895232,150,misleading
rkylesmith,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/rkylesmith/status/1628410977870831617,150,misleading
MichaelPSenger,https://www.city-journal.org/new-cochrane-study-on-masks-and-covid,https://twitter.com/MichaelPSenger/status/1627051793493680130,150,misleading
BILD,https://www.bild.de/bild-plus/politik/inland/politik-inland/globale-studie-schockt-forscher-maskenpflicht-half-wenig-gegen-corona-82753008.bild.html,https://twitter.com/BILD/status/1620902115580289024,149,misleading
LizHighleyman,https://slate.com/technology/2023/02/masks-effectiveness-cochrane-review.html,https://twitter.com/LizHighleyman/status/1625193937853124608,148,misleading
VacSafety,https://www.city-journal.org/new-cochrane-study-on-masks-and-covid,https://twitter.com/VacSafety/status/1631689307067936769,148,misleading
DrTomFrieden,https://yourlocalepidemiologist.substack.com/p/do-masks-work,https://twitter.com/DrTomFrieden/status/1628834443183128576,148,nuanced_accurate
V_its_me_,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/V_its_me_/status/1628893101333925889,147,misleading
stohr_klaus,https://maryannedemasi.substack.com/p/exclusive-lead-author-of-new-cochrane,https://twitter.com/stohr_klaus/status/1622704993559085062,144,misleading
deSunShineBand,https://www.frontnieuws.com/vaccins-werken-niet-maskers-werken-niet-alles-wat-de-regering-ons-vertelde-over-covid-19-was-fout/,https://twitter.com/deSunShineBand/status/1638274265504964608,144,misleading
bamajayt,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/bamajayt/status/1630234210375024647,144,misleading
BlakeMMurdoch,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,https://twitter.com/BlakeMMurdoch/status/1634234808665796608,143,nuanced_accurate
amapresident,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,https://twitter.com/amapresident/status/1634353165297676288,141,nuanced_accurate
NickHudsonCT,https://chriswaldburger.substack.com/p/ending-the-covid-debate-for-good,https://twitter.com/NickHudsonCT/status/1638838302815170565,139,misleading
nbreavington,https://expose-news.com/2023/03/03/pandemic-industry-plotted-to-kill-11-million-cats/,https://twitter.com/nbreavington/status/1631602990447566851,138,misleading
SukunaBikona7,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,https://twitter.com/SukunaBikona7/status/1634419514422218753,137,nuanced_accurate
kevinnbass,https://maryannedemasi.substack.com/p/exclusive-lead-author-of-new-cochrane,https://twitter.com/kevinnbass/status/1622398109010788352,137,misleading
RafaelFontana,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/RafaelFontana/status/1628802960502185989,137,misleading
jhmdrei,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/jhmdrei/status/1628548945231360000,136,misleading
zerohedge,https://www.zerohedge.com/geopolitical/gaslighting-conspiracy-theories-already-proven-true-2023,https://twitter.com/zerohedge/status/1631504732027011072,136,misleading
StBrandner,https://jungefreiheit.de/debatte/kommentar/2023/corona-aufarbeitung/,https://twitter.com/StBrandner/status/1624337899742195714,136,misleading
michaelpsenger,https://maryannedemasi.substack.com/p/breaking-did-cochrane-sacrifice-its,https://twitter.com/michaelpsenger/status/1636091892302766080,134,misleading
julia_jusa1,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,https://twitter.com/julia_jusa1/status/1638581072899317760,132,misleading
camerokt_,https://www.buzzfeednews.com/article/katiecamero/do-face-mask-mandates-work-covid,https://twitter.com/camerokt_/status/1628883870656479232,132,nuanced_accurate
nytopinion,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/nytopinion/status/1628193032238505990,132,misleading
CaulfieldTim,https://www.buzzfeednews.com/article/katiecamero/do-face-mask-mandates-work-covid,https://twitter.com/CaulfieldTim/status/1629538410942828544,132,nuanced_accurate
dm_ms,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,https://twitter.com/dm_ms/status/1634192122298486786,131,nuanced_accurate
JeninYounesEsq,https://michaelpsenger.substack.com/p/how-zeynep-tufekci-and-jeremy-howard,https://twitter.com/JeninYounesEsq/status/1640004536809947137,130,misleading
BlakesWort,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,https://twitter.com/BlakesWort/status/1634432573924409348,130,nuanced_accurate
profesterman,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,https://twitter.com/profesterman/status/1622728227172265984,129,nuanced_accurate
OrdoMedicus,https://chriswaldburger.substack.com/p/ending-the-covid-debate-for-good,https://twitter.com/OrdoMedicus/status/1639226426888011776,127,misleading
elecord,https://news.yahoo.co.jp/byline/ishidamasahiko/20230316-00341347,https://twitter.com/elecord/status/1636184869243097088,125,nuanced_accurate
zerohedge,https://www.zerohedge.com/political/face-masks-lab-leaks-no-match-progressive-ideology,https://twitter.com/zerohedge/status/1631041652595781632,125,misleading
ArmandGirbes,https://www.artsenauto.nl/de-schijnwereld-van-mondkapjes-en-dergelijke/,https://twitter.com/ArmandGirbes/status/1624093780340092928,124,misleading
TonyIannitelli,https://www.foxnews.com/health/face-masks-difference-spread-covid-scientific-review,https://twitter.com/TonyIannitelli/status/1625487984534642690,124,misleading
zerohedge,https://www.zerohedge.com/covid-19/what-can-we-learn-biggest-lies-people-believed-about-covid,https://twitter.com/zerohedge/status/1625049677358931970,121,misleading
DrJ56013122,https://relevantdata.substack.com/p/the-most-important-mask-studies-a,https://twitter.com/DrJ56013122/status/1592863406838931456,121,misleading
Junge_Freiheit,https://jungefreiheit.de/kultur/gesellschaft/2023/masken-schuetzen-nicht/,https://twitter.com/Junge_Freiheit/status/1620679767447191553,121,misleading
DrJBhattacharya,https://thehill.com/opinion/healthcare/3882707-america-desperately-needs-a-bipartisan-pandemic-post-mortem/,https://twitter.com/DrJBhattacharya/status/1631793948929736709,119,misleading
VPrasadMDMPH,https://chicago.suntimes.com/columnists/2023/2/8/23591132/cdc-exaggerated-evidence-supporting-mask-mandates-column-jacob-sullum,https://twitter.com/VPrasadMDMPH/status/1623677396275838976,119,misleading
JaSimmank,https://www.zeit.de/gesundheit/2023-03/coronavirus-cochrane-forschung-masken-wirksamkeit,https://twitter.com/JaSimmank/status/1634262580611915798,119,nuanced_accurate
drkerrynphelps,https://www.ausdoc.com.au/opinion/cochrane-has-it-wrong-masks-do-reduce-the-risk-of-spreading-covid-19/,https://twitter.com/drkerrynphelps/status/1623935616198254593,118,nuanced_accurate
SethMacFarlane,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,https://twitter.com/SethMacFarlane/status/1637195571105796096,117,nuanced_accurate
osamu_iga,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/osamu_iga/status/1628469987487674369,115,misleading
MichaelPSenger,https://www.city-journal.org/new-cochrane-study-on-masks-and-covid,https://twitter.com/MichaelPSenger/status/1640052937669091328,115,misleading
profesterman,https://www.theatlantic.com/health/archive/2023/02/covid-mask-guidelines-fight-cochrane-review/673039/,https://twitter.com/profesterman/status/1625348315109027841,114,nuanced_accurate
P_McCulloughMD,https://petermcculloughmd.substack.com/p/drop-public-mask-mandates-without,https://twitter.com/P_McCulloughMD/status/1620487505786068993,113,misleading
TonyIannitelli,https://www.foxnews.com/media/twitter-erupts-cdc-director-walensky-tells-congress-masking-guidance-doesnt-really-change-time,https://twitter.com/TonyIannitelli/status/1625986464914804738,113,misleading
MIGUELA71643080,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,https://twitter.com/MIGUELA71643080/status/1637862387544907786,112,misleading
P_McCulloughMD,https://petermcculloughmd.substack.com/p/drop-public-mask-mandates-without,https://twitter.com/P_McCulloughMD/status/1634919049175126016,112,misleading
mattletiss7,https://www.dailymail.co.uk/health/article-11702865/Masks-make-little-no-difference-Covid-infections-massive-cross-country-meta-analysis-finds.html,https://twitter.com/mattletiss7/status/1621574356915654656,111,misleading
dokhollidays,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,https://twitter.com/dokhollidays/status/1634248116680421376,110,nuanced_accurate
MeetJess,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,https://twitter.com/MeetJess/status/1622774920806531074,110,nuanced_accurate
goutraillon,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/goutraillon/status/1628282603538386944,110,misleading
MichaelPSenger,https://www.city-journal.org/the-mask-of-ignorance,https://twitter.com/MichaelPSenger/status/1638606902082031616,109,misleading
gabisp22,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/gabisp22/status/1628751474183311361,106,misleading
bamajayt,https://freebeacon.com/coronavirus/this-study-could-be-scientific-nail-in-the-coffin-for-masks/,https://twitter.com/bamajayt/status/1624499621035737089,106,misleading
CorneliaBeeking,https://www.zeit.de/gesundheit/2023-03/coronavirus-cochrane-forschung-masken-wirksamkeit,https://twitter.com/CorneliaBeeking/status/1634445695183646720,106,nuanced_accurate
LukeJohnsonRCP,https://www.telegraph.co.uk/news/2023/03/01/untruth-untruth-peddled-justify-great-lockdown-disaster/,https://twitter.com/LukeJohnsonRCP/status/1631307913548447744,105,misleading
SheriWeinstein2,https://townhall.com/tipsheet/scottmorefield/2023/02/05/latest-gold-standard-review-puts-the-final-nail-in-the-coffin-for-masks-n2619180,https://twitter.com/SheriWeinstein2/status/1622335202692300803,105,misleading
FORCEPS4,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,https://twitter.com/FORCEPS4/status/1634327003943014401,105,nuanced_accurate
NjbBari3,https://www.news.com.au/lifestyle/health/expert-slams-gold-standard-cochrane-review-mask-verdict/news-story/af7f698fefb0d4ea3e742a2fba3e06b3,https://twitter.com/NjbBari3/status/1627105102950703104,104,nuanced_accurate
joeolivermd,https://www.news.com.au/lifestyle/health/expert-slams-gold-standard-cochrane-review-mask-verdict/news-story/af7f698fefb0d4ea3e742a2fba3e06b3,https://twitter.com/joeolivermd/status/1627134669551505415,103,nuanced_accurate
EricRWeinstein,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/EricRWeinstein/status/1628445554819702784,103,misleading
jvipondmd,https://www.washingtonpost.com/opinions/2023/03/03/face-masks-work-study/,https://twitter.com/jvipondmd/status/1632056807618412549,103,nuanced_accurate
MTVUutiset,https://www.mtvuutiset.fi/artikkeli/kasvomaskeista-ei-ollutkaan-apua-koronan-leviamisen-ehkaisyssa-kertoo-tuore-selvitys/8635924,https://twitter.com/MTVUutiset/status/1626568297922830338,102,misleading
toadmeister,https://dailysceptic.org/2023/02/06/dr-carl-heneghan-interviews-dr-tom-jefferson-about-his-major-new-study-showing-masks-have-no-clear-effect,https://twitter.com/toadmeister/status/1622611608055808003,101,misleading
DFisman,https://www.thestar.com/news/canada/2023/03/10/how-the-cochrane-review-went-wrong-report-questioning-covid-masks-blows-up-prompts-apology.html,https://twitter.com/DFisman/status/1634569032476299264,101,nuanced_accurate
michaelpsenger,https://michaelpsenger.substack.com/p/rochelle-walenskys-terrible-testimony,https://twitter.com/michaelpsenger/status/1633150856928559104,101,misleading
veit_markus,https://www.tagesschau.de/faktenfinder/corona-studie-masken-101.html,https://twitter.com/veit_markus/status/1621552257798967296,99,nuanced_accurate
pelagicbird,https://maryannedemasi.substack.com/p/exclusive-lead-author-of-new-cochrane,https://twitter.com/pelagicbird/status/1622360945795207168,98,misleading
VPrasadMDMPH,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/VPrasadMDMPH/status/1628202040655773696,98,misleading
CaulfieldTim,https://www.theguardian.com/commentisfree/2023/feb/27/dont-believe-those-who-claim-science-proves-masks-dont-work,https://twitter.com/CaulfieldTim/status/1630335652670889984,98,nuanced_accurate
IMX_Immutable,https://chicago.suntimes.com/columnists/2023/2/8/23591132/cdc-exaggerated-evidence-supporting-mask-mandates-column-jacob-sullum,https://twitter.com/IMX_Immutable/status/1623782821192933379,98,misleading
ajlamesa,https://www.washingtonpost.com/opinions/2023/03/03/face-masks-work-study/,https://twitter.com/ajlamesa/status/1632191771470954497,97,nuanced_accurate
JamesFLoveIV,https://www.rawstory.com/disinformation-the-underreported-scandal-at-the-new-york-times/,https://twitter.com/JamesFLoveIV/status/1636538819770974213,96,nuanced_accurate
Junge_Freiheit,https://jungefreiheit.de/debatte/kommentar/2023/corona-aufarbeitung/,https://twitter.com/Junge_Freiheit/status/1624304534771183617,95,misleading
JenniferSey,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/JenniferSey/status/1628215114645098497,95,misleading
ConversationEDU,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,https://twitter.com/ConversationEDU/status/1622780756413255681,95,nuanced_accurate
JordanSchachtel,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/JordanSchachtel/status/1628233375717752832,95,misleading
PGtzsche1,https://maryannedemasi.substack.com/p/exclusive-lead-author-of-new-cochrane,https://twitter.com/PGtzsche1/status/1622482463640485888,94,misleading
_ProtectTheKids,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,https://twitter.com/_ProtectTheKids/status/1634219884438515712,94,nuanced_accurate
YvesPDB,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,https://twitter.com/YvesPDB/status/1640444329876398102,94,misleading
magsnichols,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/magsnichols/status/1628202135736156161,93,misleading
letoshia123,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,https://twitter.com/letoshia123/status/1634363888539152385,93,nuanced_accurate
Bigbird32392741,https://www.zerohedge.com/political/massive-mask-study-shows-little-no-difference-preventing-covid-flu-infection,https://twitter.com/Bigbird32392741/status/1621120711803940864,92,misleading
berlinerzeitung,https://www.berliner-zeitung.de/news/corona-masken-nutzlos-bringen-nichts-cochrane-studie-oft-falsch-interpretiert-li.313781,https://twitter.com/berlinerzeitung/status/1621393934516625410,92,nuanced_accurate
KatiePavlich,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/KatiePavlich/status/1628460692587139077,92,misleading
besse_pascale,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,https://twitter.com/besse_pascale/status/1639233731020873728,92,misleading
JuddLegum,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,https://twitter.com/JuddLegum/status/1634231680603963406,92,nuanced_accurate
FoxNews,https://www.foxnews.com/politics/nearly-1-trillion-masks-bought-pandemic,https://twitter.com/FoxNews/status/1633866519804514304,91,misleading
opdrokanozdemir,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,https://twitter.com/opdrokanozdemir/status/1639203672939802624,91,misleading
tucabr54,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/tucabr54/status/1628489629530787842,90,misleading
TiceRichard,https://www.dailymail.co.uk/health/article-11702865/Masks-make-little-no-difference-Covid-infections-massive-cross-country-meta-analysis-finds.html,https://twitter.com/TiceRichard/status/1622413889936965632,88,misleading
Rstorechildhood,https://restorechildhood.substack.com/p/new-meta-analysis-should-end-discussion,https://twitter.com/Rstorechildhood/status/1620988705896013824,88,misleading
MackayIM,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,https://twitter.com/MackayIM/status/1622917165417631744,88,nuanced_accurate
pbhushan1,https://freebeacon.com/coronavirus/this-study-could-be-scientific-nail-in-the-coffin-for-masks/,https://twitter.com/pbhushan1/status/1623164967490060289,87,misleading
PaulMitchell_AB,https://www.zerohedge.com/political/massive-mask-study-shows-little-no-difference-preventing-covid-flu-infection,https://twitter.com/PaulMitchell_AB/status/1620974585649987585,87,misleading
UzmEsraGunes,https://www.washingtontimes.com/news/2023/mar/5/covid-19-conspiracy-theories-turned-out-to-be-true/,https://twitter.com/UzmEsraGunes/status/1632826057974841345,87,misleading
NormOrnstein,https://www.tvo.org/article/once-and-for-all-masks-reduce-the-risk-of-spreading-covid,https://twitter.com/NormOrnstein/status/1628576739780591616,86,nuanced_accurate
BR24,"https://www.br.de/nachrichten/wissen/cochrane-entschuldigt-sich-fuer-missverstaendliche-masken-studie,TYOPT19",https://twitter.com/BR24/status/1635608210856980480,86,nuanced_accurate
DKThomp,https://www.theatlantic.com/newsletters/archive/2023/03/covid-lab-leak-mask-mandates-science-media-information/673263/,https://twitter.com/DKThomp/status/1631650274895880192,86,nuanced_accurate
normanpie,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/normanpie/status/1628460007137107968,85,misleading
jeffjarvis,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/jeffjarvis/status/1628371283166593025,85,misleading
Globalbiosec,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,https://twitter.com/Globalbiosec/status/1622722049645871111,85,nuanced_accurate
JeninYounesEsq,https://freebeacon.com/coronavirus/this-study-could-be-scientific-nail-in-the-coffin-for-masks/,https://twitter.com/JeninYounesEsq/status/1622662025988960257,84,misleading
medinalorca,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/medinalorca/status/1628558644181606401,84,misleading
DaliaHasanMD,https://www.thestar.com/news/canada/2023/03/10/how-the-cochrane-review-went-wrong-report-questioning-covid-masks-blows-up-prompts-apology.html,https://twitter.com/DaliaHasanMD/status/1634504866369355776,84,nuanced_accurate
HeyTammyBruce,https://www.dailymail.co.uk/health/article-11702865/Masks-make-little-no-difference-Covid-infections-massive-cross-country-meta-analysis-finds.html,https://twitter.com/HeyTammyBruce/status/1622287767811112961,84,misleading
CartlandDavid,https://chriswaldburger.substack.com/p/ending-the-covid-debate-for-good,https://twitter.com/CartlandDavid/status/1639539521753878528,83,misleading
raggedlines,https://raggedlines.substack.com/p/cochrane-settles-the-mask-debate,https://twitter.com/raggedlines/status/1620800622730805248,83,misleading
JenniferSey,https://disinformationchronicle.substack.com/p/unmasking-the-new-york-times-zeynep,https://twitter.com/JenniferSey/status/1636040108452335617,83,misleading
jeffreyatucker,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/jeffreyatucker/status/1628229023552733184,83,misleading
EricTopol,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,https://twitter.com/EricTopol/status/1634243668604497920,82,nuanced_accurate
benoitm_mtl,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,https://twitter.com/benoitm_mtl/status/1639250715469029379,82,misleading
VitimasVacinas,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/VitimasVacinas/status/1628675947162370048,82,misleading
NYTHealth,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,https://twitter.com/NYTHealth/status/1634404779186085890,82,nuanced_accurate
JeninYounesEsq,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/JeninYounesEsq/status/1628216120342679552,81,misleading
jimenezlessons4,https://www.zerohedge.com/covid-19/brazilian-president-and-wef-member-lula-da-silva-pressures-population-total-covid,https://twitter.com/jimenezlessons4/status/1631612749791756289,81,misleading
battleforeurope,https://unherd.com/2023/02/the-questions-the-covid-inquiry-must-ask/,https://twitter.com/battleforeurope/status/1630527534059192322,81,misleading
trishgreenhalgh,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,https://twitter.com/trishgreenhalgh/status/1634150879694577669,81,nuanced_accurate
PGtzsche1,https://maryannedemasi.substack.com/p/exclusive-lead-author-of-new-cochrane,https://twitter.com/PGtzsche1/status/1622483693355794432,81,misleading
PGtzsche1,https://maryannedemasi.substack.com/p/breaking-did-cochrane-sacrifice-its,https://twitter.com/PGtzsche1/status/1636020830160158722,79,misleading
MackinawJack,https://www.foxnews.com/health/face-masks-difference-spread-covid-scientific-review,https://twitter.com/MackinawJack/status/1625504812740771842,79,misleading
trishgreenhalgh,https://www.forbes.com/sites/brucelee/2023/03/11/cochrane-says-review-does-not-show-that-face-masks-dont-work-against-covid-19/,https://twitter.com/trishgreenhalgh/status/1634786026768965635,78,nuanced_accurate
ToshiAkima,https://www.thestar.com/news/canada/2023/03/10/how-the-cochrane-review-went-wrong-report-questioning-covid-masks-blows-up-prompts-apology.html,https://twitter.com/ToshiAkima/status/1634410687018708992,78,nuanced_accurate
toadmeister,https://www.dailymail.co.uk/health/article-11702865/Masks-make-little-no-difference-Covid-infections-massive-cross-country-meta-analysis-finds.html,https://twitter.com/toadmeister/status/1621557599639306240,78,misleading
gregggonsalves,https://www.thenation.com/article/society/covid-masks-lab-leak-pundits/,https://twitter.com/gregggonsalves/status/1636390145296596992,78,nuanced_accurate
nytopinion,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/nytopinion/status/1628229503989293058,78,misleading
TheTorontoSun,https://torontosun.com/opinion/columnists/green-trudeau-government-still-peddling-covid-misinformation,https://twitter.com/TheTorontoSun/status/1625609533555875844,78,misleading
FrankfurtZack,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/FrankfurtZack/status/1628274506295803911,78,misleading
Bob_Wachter,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/Bob_Wachter/status/1628485869156855808,77,misleading
tagesschau,https://www.tagesschau.de/faktenfinder/corona-studie-masken-101.html,https://twitter.com/tagesschau/status/1621482847792930817,77,nuanced_accurate
thackerpd,https://disinformationchronicle.substack.com/p/unmasking-the-new-york-times-zeynep,https://twitter.com/thackerpd/status/1636027475401515010,76,misleading
ProfPCDoherty,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,https://twitter.com/ProfPCDoherty/status/1634331838700216320,76,nuanced_accurate
M_Reichardt_AfD,https://jungefreiheit.de/kultur/gesellschaft/2023/masken-schuetzen-nicht/,https://twitter.com/M_Reichardt_AfD/status/1620742957912694785,76,misleading
raghu_venugopal,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,https://twitter.com/raghu_venugopal/status/1624277651224465409,76,nuanced_accurate
BerlinerHedoni1,https://www.aerzteblatt.de/nachrichten/140765/Cochrane-Metaanalyse-zum-Maskentragen-wenig-aussagekraeftig,https://twitter.com/BerlinerHedoni1/status/1621826123100262403,75,nuanced_accurate
houmanhemmati,https://www.theatlantic.com/health/archive/2023/02/covid-mask-guidelines-fight-cochrane-review/673039/,https://twitter.com/houmanhemmati/status/1625367371912474624,75,nuanced_accurate
MackayIM,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,https://twitter.com/MackayIM/status/1622769619042975745,75,nuanced_accurate
Fisherlady111,https://www.foxnews.com/health/face-masks-difference-spread-covid-scientific-review,https://twitter.com/Fisherlady111/status/1625675318450331648,74,misleading
undarkmag,https://undark.org/2023/03/02/do-masks-work-its-a-question-of-physics-biology-and-behavior/,https://twitter.com/undarkmag/status/1631310304775929856,74,nuanced_accurate
michaelpsenger,https://unherd.com/2023/02/the-questions-the-covid-inquiry-must-ask/,https://twitter.com/michaelpsenger/status/1630639582621601792,74,misleading
Jou_Kaiser,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,https://twitter.com/Jou_Kaiser/status/1628503434998472704,74,misleading
LadyDoctorSays,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,https://twitter.com/LadyDoctorSays/status/1634588415608979457,74,nuanced_accurate
JenniferSey,https://nypost.com/2023/02/15/i-lost-my-job-for-opposing-covid-school-closings-i-was-right-but-dems-wont-apologize/,https://twitter.com/JenniferSey/status/1626044140613173249,74,misleading
