username,original_link,tweet_id,retweets,impressions,day,link,date,stance,notes
luckytran,https://www.washingtonpost.com/opinions/2023/03/03/face-masks-work-study/,1632063872189251590,489,62891,2023-03-04 17:02:04+00:00,https://twitter.com/luckytran/status/1632063872189251590,2023-03-04,nuanced_accurate,
PeterHotez,,1632342707766018055,900,237885,2023-03-05 11:30:03+00:00,https://twitter.com/PeterHotez/status/1632342707766018055,2023-03-05,nuanced_accurate,
CaulfieldTim,,1634214975110627330,642,446432,2023-03-10 15:29:46+00:00,https://twitter.com/CaulfieldTim/status/1634214975110627330,2023-03-10,nuanced_accurate,
CaulfieldTim,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634214973386928128,202,70358,2023-03-10 15:29:46+00:00,https://twitter.com/CaulfieldTim/status/1634214973386928128,2023-03-10,nuanced_accurate,
DaliaHasanMD,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634162015622111237,646,129395,2023-03-10 11:59:20+00:00,https://twitter.com/DaliaHasanMD/status/1634162015622111237,2023-03-10,nuanced_accurate,
Globalbiosec,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,1634301104791113728,512,154793,2023-03-10 21:12:01+00:00,https://twitter.com/Globalbiosec/status/1634301104791113728,2023-03-10,nuanced_accurate,
gregggonsalves,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634229928324640773,290,101552,2023-03-10 16:29:12+00:00,https://twitter.com/gregggonsalves/status/1634229928324640773,2023-03-10,nuanced_accurate,
luckytran,,1634237818473177088,231,40297,2023-03-10 17:00:33+00:00,https://twitter.com/luckytran/status/1634237818473177088,2023-03-10,nuanced_accurate,
zeynep,,1634161449529475072,3282,3534100,2023-03-10 11:57:05+00:00,https://twitter.com/zeynep/status/1634161449529475072,2023-03-10,nuanced_accurate,
EricTopol,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634639557131128832,361,182771,2023-03-11 19:36:55+00:00,https://twitter.com/EricTopol/status/1634639557131128832,2023-03-11,nuanced_accurate,
JoeNBC,,1634617053637115904,229,118396,2023-03-11 18:07:29+00:00,https://twitter.com/JoeNBC/status/1634617053637115904,2023-03-11,nuanced_accurate,
Rrenzokutai,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,1634431094346121217,364,60381,2023-03-11 05:48:33+00:00,https://twitter.com/Rrenzokutai/status/1634431094346121217,2023-03-11,nuanced_accurate,
jvipondmd,https://www.thestar.com/news/canada/2023/03/10/how-the-cochrane-review-went-wrong-report-questioning-covid-masks-blows-up-prompts-apology.html,1634397581903032320,199,118262,2023-03-11 03:35:23+00:00,https://twitter.com/jvipondmd/status/1634397581903032320,2023-03-11,nuanced_accurate,
morgfair,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634448572862332928,961,187570,2023-03-11 06:58:01+00:00,https://twitter.com/morgfair/status/1634448572862332928,2023-03-11,nuanced_accurate,
nishiurah,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,1634347517205975042,248,459314,2023-03-11 00:16:27+00:00,https://twitter.com/nishiurah/status/1634347517205975042,2023-03-11,nuanced_accurate,
tak53381102,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634394061892362240,639,355794,2023-03-11 03:21:24+00:00,https://twitter.com/tak53381102/status/1634394061892362240,2023-03-11,nuanced_accurate,
drpaulofaria22,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)02465-5/fulltext,1635039439176228865,403,9679,2023-03-12 22:05:54+00:00,https://twitter.com/drpaulofaria22/status/1635039439176228865,2023-03-12,misleading,
VPrasadMDMPH,,1636124577318440961,239,161056,2023-03-15 21:57:51+00:00,https://twitter.com/VPrasadMDMPH/status/1636124577318440961,2023-03-15,nuanced_accurate,
MIKITO_777,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,1636192743780397056,238,128879,2023-03-16 02:28:43+00:00,https://twitter.com/MIKITO_777/status/1636192743780397056,2023-03-16,nuanced_accurate,
koichi_kawakami,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1636401782556594176,192,33616,2023-03-16 16:19:22+00:00,https://twitter.com/koichi_kawakami/status/1636401782556594176,2023-03-16,nuanced_accurate,
CartlandDavid,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1637829873644314626,2229,328885,2023-03-20 14:54:05+00:00,https://twitter.com/CartlandDavid/status/1637829873644314626,2023-03-20,misleading,
DaAcervo,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1637876025211101211,1095,42128,2023-03-20 17:57:29+00:00,https://twitter.com/DaAcervo/status/1637876025211101211,2023-03-20,misleading,
PiotrWitczak_,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1637928804839563270,341,43615,2023-03-20 21:27:12+00:00,https://twitter.com/PiotrWitczak_/status/1637928804839563270,2023-03-20,misleading,
BlackBondPtv,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1638928065995894784,199,4500,2023-03-23 15:37:55+00:00,https://twitter.com/BlackBondPtv/status/1638928065995894784,2023-03-23,misleading,
DrLoupis,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1638964209311445001,11950,1729666,2023-03-23 18:01:32+00:00,https://twitter.com/DrLoupis/status/1638964209311445001,2023-03-23,misleading,
TonyHinton2016,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1638971386189484037,293,13075,2023-03-23 18:30:03+00:00,https://twitter.com/TonyHinton2016/status/1638971386189484037,2023-03-23,misleading,
silvano_trotta,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1638961418203459586,1087,46940,2023-03-23 17:50:27+00:00,https://twitter.com/silvano_trotta/status/1638961418203459586,2023-03-23,misleading,
v_joron,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1638998449327689738,1020,28446,2023-03-23 20:17:36+00:00,https://twitter.com/v_joron/status/1638998449327689738,2023-03-23,misleading,
FatEmperor,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1639214155675713536,538,53943,2023-03-24 10:34:44+00:00,https://twitter.com/FatEmperor/status/1639214155675713536,2023-03-24,misleading,
kevinnbass,,1640200419984166914,320,44079,2023-03-27 03:53:48+00:00,https://twitter.com/kevinnbass/status/1640200419984166914,2023-03-27,misleading,
zerohedge,https://www.zerohedge.com/covid-19/sweden-did-exceptionally-well-during-covid-19-pandemic,1641727086577569792,221,194399,2023-03-31 09:00:13+00:00,https://twitter.com/zerohedge/status/1641727086577569792,2023-03-31,misleading,
0waki,https://vinayprasadmdmph.substack.com/p/wide-confidence-intervals-means-an,1622794357383520256,245,51029,2023-02-07 03:08:19+00:00,https://twitter.com/0waki/status/1622794357383520256,2023-02-07,misleading,
ArmandGirbes,https://www.artsenauto.nl/de-schijnwereld-van-mondkapjes-en-dergelijke/,1624093780340092928,124,43784,2023-02-10 17:11:46+00:00,https://twitter.com/ArmandGirbes/status/1624093780340092928,2023-02-10,,?
BILD,https://www.bild.de/bild-plus/politik/inland/politik-inland/globale-studie-schockt-forscher-maskenpflicht-half-wenig-gegen-corona-82753008.bild.html,1620902115580289024,149,62596,2023-02-01 21:49:13+00:00,https://twitter.com/BILD/status/1620902115580289024,2023-02-01,misleading,
BR24,"https://www.br.de/nachrichten/wissen/cochrane-entschuldigt-sich-fuer-missverstaendliche-masken-studie,TYOPT19",1635608210856980480,86,50696,2023-03-14 11:46:00+00:00,https://twitter.com/BR24/status/1635608210856980480,2023-03-14,nuanced_accurate,
Bigbird32392741,https://www.zerohedge.com/political/massive-mask-study-shows-little-no-difference-preventing-covid-flu-infection,1621120711803940864,92,3213,2023-02-02 12:17:51+00:00,https://twitter.com/Bigbird32392741/status/1621120711803940864,2023-02-02,misleading,
BlakeMMurdoch,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634234808665796608,143,37208,2023-03-10 16:48:35+00:00,https://twitter.com/BlakeMMurdoch/status/1634234808665796608,2023-03-10,nuanced_accurate,
BlakesWort,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,1634432573924409348,130,51233,2023-03-11 05:54:26+00:00,https://twitter.com/BlakesWort/status/1634432573924409348,2023-03-11,nuanced_accurate,
BuckSexton,,1633469310290079744,158,42690,2023-03-08 14:06:46+00:00,https://twitter.com/BuckSexton/status/1633469310290079744,2023-03-08,misleading,
CPita3,,1622332886467633159,98,41690,2023-02-05 20:34:36+00:00,https://twitter.com/CPita3/status/1622332886467633159,2023-02-05,nuanced_accurate,
CaulfieldTim,https://www.buzzfeednews.com/article/katiecamero/do-face-mask-mandates-work-covid,1629538410942828544,132,37622,2023-02-25 17:46:47+00:00,https://twitter.com/CaulfieldTim/status/1629538410942828544,2023-02-25,nuanced_accurate,citation
CaulfieldTim,https://www.latimes.com/business/story/2023-02-24/covid-deniers-celebrate-a-study-that-claims-mask-mandates-dont-work-but-the-study-says-the-opposite,1629128983588802560,187,50951,2023-02-24 14:39:52+00:00,https://twitter.com/CaulfieldTim/status/1629128983588802560,2023-02-24,nuanced_accurate,citation
CaulfieldTim,https://www.theguardian.com/commentisfree/2023/feb/27/dont-believe-those-who-claim-science-proves-masks-dont-work,1630335652670889984,98,46975,2023-02-27 22:34:44+00:00,https://twitter.com/CaulfieldTim/status/1630335652670889984,2023-02-27,nuanced_accurate,citation
ChristinaBerndt,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,1635604041773219842,183,319731,2023-03-14 11:29:26+00:00,https://twitter.com/ChristinaBerndt/status/1635604041773219842,2023-03-14,nuanced_accurate,
ConversationEDU,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,1622780756413255681,95,41247,2023-02-07 02:14:16+00:00,https://twitter.com/ConversationEDU/status/1622780756413255681,2023-02-07,nuanced_accurate,
CorneliaBeeking,https://www.zeit.de/gesundheit/2023-03/coronavirus-cochrane-forschung-masken-wirksamkeit,1634445695183646720,106,6689,2023-03-11 06:46:34+00:00,https://twitter.com/CorneliaBeeking/status/1634445695183646720,2023-03-11,nuanced_accurate,
CurtisHebert,https://www.zerohedge.com/geopolitical/gaslighting-conspiracy-theories-already-proven-true-2023,1631691545593217024,168,4945,2023-03-03 16:22:34+00:00,https://twitter.com/CurtisHebert/status/1631691545593217024,2023-03-03,misleading,
DFisman,https://www.thestar.com/news/canada/2023/03/10/how-the-cochrane-review-went-wrong-report-questioning-covid-masks-blows-up-prompts-apology.html,1634569032476299264,101,19478,2023-03-11 14:56:40+00:00,https://twitter.com/DFisman/status/1634569032476299264,2023-03-11,nuanced_accurate,
DKThomp,https://www.theatlantic.com/newsletters/archive/2023/03/covid-lab-leak-mask-mandates-science-media-information/673263/,1631650274895880192,86,202004,2023-03-03 13:38:34+00:00,https://twitter.com/DKThomp/status/1631650274895880192,2023-03-03,nuanced_accurate,
Denachtzuster1,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620348484812689408,141,7013,2023-01-31 09:09:18+00:00,https://twitter.com/Denachtzuster1/status/1620348484812689408,2023-01-31,misleading,
Dover63A,https://stevekirsch.substack.com/p/the-debate-is-over-masks-do-not-work,1621161611187855360,189,5137,2023-02-02 15:00:22+00:00,https://twitter.com/Dover63A/status/1621161611187855360,2023-02-02,misleading,
DrJ56013122,https://relevantdata.substack.com/p/the-most-important-mask-studies-a,1592863406838931456,121,0,2022-11-16 12:53:24+00:00,https://twitter.com/DrJ56013122/status/1592863406838931456,2022-11-16,misleading,
DrJBhattacharya,https://michaelpsenger.substack.com/p/rochelle-walenskys-terrible-testimony,1626038408639565824,460,61691,2023-02-16 01:59:01+00:00,https://twitter.com/DrJBhattacharya/status/1626038408639565824,2023-02-16,misleading,
DrJBhattacharya,https://thehill.com/opinion/healthcare/3882707-america-desperately-needs-a-bipartisan-pandemic-post-mortem/,1631793948929736709,119,22583,2023-03-03 23:09:29+00:00,https://twitter.com/DrJBhattacharya/status/1631793948929736709,2023-03-03,misleading,
DrJBhattacharya,https://trusttheevidence.substack.com/p/the-mask-mire,1561715060442968064,449,0,2022-08-22 14:01:00+00:00,https://twitter.com/DrJBhattacharya/status/1561715060442968064,2022-08-22,misleading,
DrTomFrieden,https://www.vox.com/future-perfect/2023/2/22/23609499/masks-covid-coronavirus-cochrane-review-pandemic-science-studies-infection,1628834448702595072,154,43988,2023-02-23 19:09:29+00:00,https://twitter.com/DrTomFrieden/status/1628834448702595072,2023-02-23,nuanced_accurate,
DrTomFrieden,https://yourlocalepidemiologist.substack.com/p/do-masks-work,1628834443183128576,148,55578,2023-02-23 19:09:28+00:00,https://twitter.com/DrTomFrieden/status/1628834443183128576,2023-02-23,nuanced_accurate,
EricRWeinstein,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628445554819702784,103,198848,2023-02-22 17:24:09+00:00,https://twitter.com/EricRWeinstein/status/1628445554819702784,2023-02-22,misleading,
Finanzas_Times,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1639029408798261248,160,18723,2023-03-23 22:20:37+00:00,https://twitter.com/Finanzas_Times/status/1639029408798261248,2023-03-23,misleading,
Fuchslocher1978,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628446717212237824,165,7929,2023-02-22 17:28:47+00:00,https://twitter.com/Fuchslocher1978/status/1628446717212237824,2023-02-22,misleading,
GYamey,,1634241643636244482,127,63088,2023-03-10 17:15:45+00:00,https://twitter.com/GYamey/status/1634241643636244482,2023-03-10,nuanced_accurate,
Globalbiosec,,1628862478531858432,125,16155,2023-02-23 21:00:52+00:00,https://twitter.com/Globalbiosec/status/1628862478531858432,2023-02-23,nuanced_accurate,
Globalbiosec,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,1622722049645871111,85,43072,2023-02-06 22:21:00+00:00,https://twitter.com/Globalbiosec/status/1622722049645871111,2023-02-06,nuanced_accurate,
ID_ethics,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620227089885716480,148,67932,2023-01-31 01:06:55+00:00,https://twitter.com/ID_ethics/status/1620227089885716480,2023-01-31,misleading,
IMX_Immutable,https://chicago.suntimes.com/columnists/2023/2/8/23591132/cdc-exaggerated-evidence-supporting-mask-mandates-column-jacob-sullum,1623782821192933379,98,20493,2023-02-09 20:36:07+00:00,https://twitter.com/IMX_Immutable/status/1623782821192933379,2023-02-09,misleading,
JSchmitzLeipzig,https://www.zeit.de/gesundheit/2023-03/coronavirus-cochrane-forschung-masken-wirksamkeit,1634289789942878223,176,42738,2023-03-10 20:27:04+00:00,https://twitter.com/JSchmitzLeipzig/status/1634289789942878223,2023-03-10,nuanced_accurate,
JaSimmank,https://www.zeit.de/gesundheit/2023-03/coronavirus-cochrane-forschung-masken-wirksamkeit,1634262580611915798,119,209430,2023-03-10 18:38:57+00:00,https://twitter.com/JaSimmank/status/1634262580611915798,2023-03-10,nuanced_accurate,
JamesFLoveIV,https://www.rawstory.com/disinformation-the-underreported-scandal-at-the-new-york-times/,1636538819770974213,96,5199,2023-03-17 01:23:54+00:00,https://twitter.com/JamesFLoveIV/status/1636538819770974213,2023-03-17,nuanced_accurate,
JamieSale,https://disinformationchronicle.substack.com/p/researchers-find-no-evidence-again,1623707015565705219,158,15157,2023-02-09 15:34:54+00:00,https://twitter.com/JamieSale/status/1623707015565705219,2023-02-09,misleading,
JanJekielek,,1627777254611894272,132,35557,2023-02-20 21:08:34+00:00,https://twitter.com/JanJekielek/status/1627777254611894272,2023-02-20,misleading,
JeninYounesEsq,,1629164233089859584,147,93515,2023-02-24 16:59:56+00:00,https://twitter.com/JeninYounesEsq/status/1629164233089859584,2023-02-24,misleading,
JeninYounesEsq,https://michaelpsenger.substack.com/p/how-zeynep-tufekci-and-jeremy-howard,1640004536809947137,130,27144,2023-03-26 14:55:26+00:00,https://twitter.com/JeninYounesEsq/status/1640004536809947137,2023-03-26,misleading,
JenniferSey,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628215114645098497,95,20261,2023-02-22 02:08:28+00:00,https://twitter.com/JenniferSey/status/1628215114645098497,2023-02-22,misleading,
JordanSchachtel,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628233375717752832,95,28448,2023-02-22 03:21:02+00:00,https://twitter.com/JordanSchachtel/status/1628233375717752832,2023-02-22,misleading,
JuddLegum,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634231680603963406,92,20974,2023-03-10 16:36:09+00:00,https://twitter.com/JuddLegum/status/1634231680603963406,2023-03-10,misleading,
Junge_Freiheit,https://jungefreiheit.de/debatte/kommentar/2023/corona-aufarbeitung/,1624304534771183617,95,10782,2023-02-11 07:09:13+00:00,https://twitter.com/Junge_Freiheit/status/1624304534771183617,2023-02-11,misleading,
Junge_Freiheit,https://jungefreiheit.de/kultur/gesellschaft/2023/masken-schuetzen-nicht/,1620679767447191553,121,9450,2023-02-01 07:05:41+00:00,https://twitter.com/Junge_Freiheit/status/1620679767447191553,2023-02-01,misleading,
KanAugust,https://trusttheevidence.substack.com/p/escaping-from-social-and-other-media,1625675126279634944,91,12432,2023-02-15 01:55:28+00:00,https://twitter.com/KanAugust/status/1625675126279634944,2023-02-15,misleading,
KatiePavlich,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628460692587139077,92,30468,2023-02-22 18:24:19+00:00,https://twitter.com/KatiePavlich/status/1628460692587139077,2023-02-22,misleading,
KelleyKga,,1636062732230225927,185,147128,2023-03-15 17:52:06+00:00,https://twitter.com/KelleyKga/status/1636062732230225927,2023-03-15,,not relevant
LaureGonlezamar,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)02465-5/fulltext,1626581754919419906,149,21753,2023-02-17 13:58:05+00:00,https://twitter.com/LaureGonlezamar/status/1626581754919419906,2023-02-17,,not relevant
LerouxArthur10,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)02465-5/fulltext,1626542942465802240,99,38162,2023-02-17 11:23:51+00:00,https://twitter.com/LerouxArthur10/status/1626542942465802240,2023-02-17,,not relevant
LizHighleyman,https://slate.com/technology/2023/02/masks-effectiveness-cochrane-review.html,1625193937853124608,148,490696,2023-02-13 18:03:24+00:00,https://twitter.com/LizHighleyman/status/1625193937853124608,2023-02-13,,
LukeJohnsonRCP,https://www.telegraph.co.uk/news/2023/03/01/untruth-untruth-peddled-justify-great-lockdown-disaster/,1631307913548447744,105,13811,2023-03-02 14:58:09+00:00,https://twitter.com/LukeJohnsonRCP/status/1631307913548447744,2023-03-02,misleading,
MIGUELA71643080,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1637862387544907786,112,2658,2023-03-20 17:03:17+00:00,https://twitter.com/MIGUELA71643080/status/1637862387544907786,2023-03-20,misleading,
MTVUutiset,https://www.mtvuutiset.fi/artikkeli/kasvomaskeista-ei-ollutkaan-apua-koronan-leviamisen-ehkaisyssa-kertoo-tuore-selvitys/8635924,1626568297922830338,102,73607,2023-02-17 13:04:37+00:00,https://twitter.com/MTVUutiset/status/1626568297922830338,2023-02-17,misleading,
MackayIM,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,1622917165417631744,88,18928,2023-02-07 11:16:19+00:00,https://twitter.com/MackayIM/status/1622917165417631744,2023-02-07,nuanced_accurate,
MakingC19Waves,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620374204406431744,102,19345,2023-01-31 10:51:30+00:00,https://twitter.com/MakingC19Waves/status/1620374204406431744,2023-01-31,misleading,
MartinKulldorff,https://sensiblemed.substack.com/p/cochrane-masking-review-reveals-how,1628473757470806018,331,61307,2023-02-22 19:16:14+00:00,https://twitter.com/MartinKulldorff/status/1628473757470806018,2023-02-22,misleading,
MaryanneDemasi,https://maryannedemasi.substack.com/p/breaking-did-cochrane-sacrifice-its,1635977257717235713,474,806399,2023-03-15 12:12:27+00:00,https://twitter.com/MaryanneDemasi/status/1635977257717235713,2023-03-15,misleading,
MeetJess,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,1622774920806531074,110,6488,2023-02-07 01:51:05+00:00,https://twitter.com/MeetJess/status/1622774920806531074,2023-02-07,nuanced_accurate,
MeowMuhCow,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620328766370361345,169,8684,2023-01-31 07:50:56+00:00,https://twitter.com/MeowMuhCow/status/1620328766370361345,2023-01-31,misleading,
MichaelPSenger,,1627719668399239168,158,24500,2023-02-20 17:19:45+00:00,https://twitter.com/MichaelPSenger/status/1627719668399239168,2023-02-20,misleading,
MichaelPSenger,,1633150856928559104,101,13726,2023-03-07 17:01:21+00:00,https://twitter.com/MichaelPSenger/status/1633150856928559104,2023-03-07,misleading,
MichaelPSenger,,1636097931957899265,117,46914,2023-03-15 20:11:58+00:00,https://twitter.com/MichaelPSenger/status/1636097931957899265,2023-03-15,misleading,
MichaelPSenger,,1638967689061466112,173,17393,2023-03-23 18:15:22+00:00,https://twitter.com/MichaelPSenger/status/1638967689061466112,2023-03-23,misleading,
MichaelPSenger,https://www.city-journal.org/new-cochrane-study-on-masks-and-covid,1627051793493680130,150,27053,2023-02-18 21:05:51+00:00,https://twitter.com/MichaelPSenger/status/1627051793493680130,2023-02-18,misleading,
MichaelPSenger,https://www.city-journal.org/new-cochrane-study-on-masks-and-covid,1640052937669091328,115,16171,2023-03-26 18:07:45+00:00,https://twitter.com/MichaelPSenger/status/1640052937669091328,2023-03-26,misleading,
MichaelPSenger,https://www.city-journal.org/the-mask-of-ignorance,1638606902082031616,109,18658,2023-03-22 18:21:43+00:00,https://twitter.com/MichaelPSenger/status/1638606902082031616,2023-03-22,misleading,
MmeBlackBalloon,https://news.yahoo.com/parents-now-whether-covid-mask-233536286.html,1625870272472686592,170,50174,2023-02-15 14:50:54+00:00,https://twitter.com/MmeBlackBalloon/status/1625870272472686592,2023-02-15,misleading,
MothershipSG,https://mothership.sg/2023/03/migrant-workers-ramadan-basketball-court/,1640909893178916870,269,57379,2023-03-29 02:52:59+00:00,https://twitter.com/MothershipSG/status/1640909893178916870,2023-03-29,,not relevant
NBSaphierMD,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)02465-5/fulltext,1626610791637045252,105,15621,2023-02-17 15:53:28+00:00,https://twitter.com/NBSaphierMD/status/1626610791637045252,2023-02-17,,not relevant
NickHudsonCT,https://chriswaldburger.substack.com/p/ending-the-covid-debate-for-good,1638838302815170565,139,12688,2023-03-23 09:41:14+00:00,https://twitter.com/NickHudsonCT/status/1638838302815170565,2023-03-23,misleading,
NjbBari3,,1627105102950703104,105,47031,2023-02-19 00:37:41+00:00,https://twitter.com/NjbBari3/status/1627105102950703104,2023-02-19,nuanced_accurate,
NormOrnstein,https://www.tvo.org/article/once-and-for-all-masks-reduce-the-risk-of-spreading-covid,1628576739780591616,86,17701,2023-02-23 02:05:26+00:00,https://twitter.com/NormOrnstein/status/1628576739780591616,2023-02-23,nuanced_accurate,
OrdoMedicus,https://chriswaldburger.substack.com/p/ending-the-covid-debate-for-good,1639226426888011776,127,9746,2023-03-24 11:23:30+00:00,https://twitter.com/OrdoMedicus/status/1639226426888011776,2023-03-24,misleading,
PGtzsche1,https://maryannedemasi.substack.com/p/exclusive-lead-author-of-new-cochrane,1622482463640485888,94,14840,2023-02-06 06:28:58+00:00,https://twitter.com/PGtzsche1/status/1622482463640485888,2023-02-06,misleading,
P_McCulloughMD,https://disinformationchronicle.substack.com/p/researchers-find-no-evidence-again,1623210530008891393,714,74401,2023-02-08 06:42:02+00:00,https://twitter.com/P_McCulloughMD/status/1623210530008891393,2023-02-08,misleading,
P_McCulloughMD,https://petermcculloughmd.substack.com/p/drop-public-mask-mandates-without,1620487505786068993,113,27604,2023-01-31 18:21:43+00:00,https://twitter.com/P_McCulloughMD/status/1620487505786068993,2023-01-31,misleading,
P_McCulloughMD,https://petermcculloughmd.substack.com/p/drop-public-mask-mandates-without,1629475868417351683,240,84031,2023-02-25 13:38:15+00:00,https://twitter.com/P_McCulloughMD/status/1629475868417351683,2023-02-25,misleading,
P_McCulloughMD,https://petermcculloughmd.substack.com/p/drop-public-mask-mandates-without,1634919049175126016,112,64671,2023-03-12 14:07:31+00:00,https://twitter.com/P_McCulloughMD/status/1634919049175126016,2023-03-12,misleading,
P_McCulloughMD,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620470802536873984,114,30673,2023-01-31 17:15:20+00:00,https://twitter.com/P_McCulloughMD/status/1620470802536873984,2023-01-31,misleading,
PaulMitchell_AB,https://www.zerohedge.com/political/massive-mask-study-shows-little-no-difference-preventing-covid-flu-infection,1620974585649987585,87,4295,2023-02-02 02:37:12+00:00,https://twitter.com/PaulMitchell_AB/status/1620974585649987585,2023-02-02,misleading,
ProfPCDoherty,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,1622701344619663360,163,81673,2023-02-06 20:58:43+00:00,https://twitter.com/ProfPCDoherty/status/1622701344619663360,2023-02-06,nuanced_accurate,
PvanHouwelingen,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)02465-5/fulltext,1627079310451544065,363,118972,2023-02-18 22:55:11+00:00,https://twitter.com/PvanHouwelingen/status/1627079310451544065,2023-02-18,,not relevant
RWMaloneMD,https://rwmalonemd.substack.com/p/the-2023-cochran-review-on-physical,1621255805264662529,645,90918,2023-02-02 21:14:40+00:00,https://twitter.com/RWMaloneMD/status/1621255805264662529,2023-02-02,misleading,
RafaelFontana,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628802960502185989,137,7870,2023-02-23 17:04:22+00:00,https://twitter.com/RafaelFontana/status/1628802960502185989,2023-02-23,misleading,
RolandTichy,https://www.tichyseinblick.de/daili-es-sentials/cochrane-review-nutzen-masken-effekt-infektiongeschehen/,1620380470721785857,151,15589,2023-01-31 11:16:24+00:00,https://twitter.com/RolandTichy/status/1620380470721785857,2023-01-31,misleading,
Rstorechildhood,https://restorechildhood.substack.com/p/new-meta-analysis-should-end-discussion,1620988705896013824,88,16098,2023-02-02 03:33:18+00:00,https://twitter.com/Rstorechildhood/status/1620988705896013824,2023-02-02,misleading,
SaiyanBio,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)02465-5/fulltext,1627654270257430529,179,66297,2023-02-20 12:59:53+00:00,https://twitter.com/SaiyanBio/status/1627654270257430529,2023-02-20,,not relevant
SethMacFarlane,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1637195571105796096,117,157419,2023-03-18 20:53:36+00:00,https://twitter.com/SethMacFarlane/status/1637195571105796096,2023-03-18,nuanced_accurate,
SheriWeinstein2,https://townhall.com/tipsheet/scottmorefield/2023/02/05/latest-gold-standard-review-puts-the-final-nail-in-the-coffin-for-masks-n2619180,1622335202692300803,105,15289,2023-02-05 20:43:48+00:00,https://twitter.com/SheriWeinstein2/status/1622335202692300803,2023-02-05,misleading,
